item_id;vectors
513;-0.4286483|0.27104732|0.60062885|0.602012|-0.55547905|0.61334395|-0.20462508|0.1622133|0.23862217|-0.7917309|0.46081015|0.3566501|-0.37722215|1.4750905|-0.72256804|-0.41861212|0.33781445|0.08443101|0.16215725|0.21214643|-0.73269415|0.55981845|-0.47787246|0.46434462|-0.54145145|-0.31686854|-0.07433492|-0.15944597|0.0058124065|-0.9560369|-0.13258652|0.0073377844|-0.05650407|0.110280365|0.38640153|-0.1777074|0.30945337|-0.50621545|0.72606874|0.0052607954|0.20465209|-0.13361624|0.7467598|0.5423599|-0.3825887|-0.06260222|0.16668072|-0.14624259|-0.42490187|-0.16864479|-0.35539404|1.086376|-0.27044448|0.27211908|-0.048431054|-0.32580274|-0.6894223|0.20476101|0.277597|0.15846951|0.12043406|-0.28233775|-0.31792444|-0.21779652|0.15950091|-0.3504013|0.0087046325|0.866409|0.7641947|0.011146963|-0.73558116|-0.4721737|-0.15614468|0.4115619|-0.76131165|0.70912576|-0.14503875|0.3403324|-0.710832|-0.11350873|0.5296931|-0.10279198|0.23392107|-0.64369786|-0.6597858|0.26641577|0.2953456|0.116402954|0.32816976|0.15052341|0.31080666|-0.34344107|0.35376453|-0.5173997|-0.4750648|0.2559534|-0.49643904|0.055754766|0.5411761|-0.4200416
514;-0.2609392|1.235498|0.39785063|0.92491883|-0.47823846|0.14382324|0.122017145|-0.32239914|0.32062286|-1.4776328|0.5240874|0.42952278|-0.6493522|0.9753285|0.01812549|-0.40253705|-0.15249333|-0.16519701|0.22180025|0.20260563|-0.85810274|0.1785661|-0.35500562|-0.11959517|0.3729306|-0.17365146|0.17871773|-0.015928552|-0.040368617|-0.41731626|-0.682845|-0.13347979|0.29888588|1.0321428|0.39392358|0.86897814|0.4575165|-0.34745413|-0.05022183|0.14012258|0.68707514|-0.08987549|0.36611786|0.093679816|-0.017353415|-0.31784362|0.16645053|-0.8401652|-0.14860776|-0.37387186|-0.9532273|0.76132905|0.33629608|-0.03878824|-0.6087979|0.99198943|-0.30081138|-0.31054175|0.3812958|0.044259906|-0.1190985|0.55643916|-0.36576748|0.19645175|0.5113457|0.85206413|0.30795455|0.91598254|0.690943|0.6421258|-0.35267127|0.058028266|0.49944255|0.10420501|-0.13921945|0.07955006|-0.5476514|0.15115231|-0.027336001|0.047557298|-0.009587884|-0.042092755|-0.34251142|-0.9661578|-0.91087294|0.33206|-0.5829717|-0.042957008|-0.22329241|0.09308618|0.07721503|0.3856036|0.07145485|-0.5679627|-0.38764334|-0.2320562|0.028622285|-0.13505983|0.7206046|-0.32043767
515;-0.44821748|0.27060875|0.6311322|0.7127428|0.29007232|0.26488942|-0.58691883|-0.10974367|0.49056002|0.24442649|0.22726081|0.3386695|-0.9327513|1.0671355|-0.9141447|-0.58289766|0.64862263|0.63131565|-0.0063327253|0.66992944|-0.7139746|0.56399566|-0.2536681|0.34788674|0.46773255|-0.3623359|1.1407166|-0.18877292|-0.06636365|0.03219199|-0.3098399|0.08064823|0.07324815|0.13685389|0.78043985|0.08664885|-0.3072067|-0.52019113|0.5444058|0.6137936|-0.34579146|0.18570563|0.36447096|-0.3232125|-0.027379707|-0.45422885|0.4757792|0.112917006|-0.81253034|-0.54271847|-0.45582974|0.64019537|-0.39868566|0.17121862|-0.42201817|0.57021546|-0.36086887|0.014054343|0.25468746|0.4435827|-0.024096942|0.36816853|0.14903313|0.15244853|0.6190029|0.3747189|0.022581965|0.22399354|0.4947476|0.003295064|0.038132578|0.18696266|0.222972|0.46919507|-0.6032376|0.6255443|-0.3233111|0.6490662|-0.8675091|0.07036393|0.6803397|-0.11722383|0.37340048|-0.28528407|-0.15287454|0.8242725|-0.5827478|-0.063061565|0.56802934|0.44412965|0.44762298|0.29867074|0.49296594|-0.14074433|-0.3856558|0.033815116|-0.36354172|-0.56207055|-0.17365354|-0.42217252
516;-0.28612226|0.46389922|0.4988733|0.37823728|-0.32970843|0.438825|-0.42133614|0.010291293|-0.031583577|-0.88609266|0.27238873|0.31167153|-0.74141645|0.3469134|-0.33375978|-0.27845484|0.39470378|-0.25026178|0.17823|0.6484667|0.2926892|0.33276206|-0.9095073|0.47887486|0.50352615|-1.2591853|0.3931945|-0.092596404|-0.12445541|0.55988526|-0.084353566|-0.003322728|0.38255548|0.13765267|-0.08478731|0.37139016|-0.09857109|-0.572212|0.36347148|-0.37760141|-0.11244188|0.36402994|0.21145086|0.121334314|-0.38210917|-0.31010416|0.29509097|0.42713344|0.120218396|0.053334355|-0.5147504|0.820165|-0.28248042|-0.45731565|-0.30239952|0.3841638|-0.8849677|-0.06471586|0.023586959|0.7413697|-0.20984787|0.25895333|-0.007215366|-0.6305005|0.11040604|0.26513812|1.0811406|-0.21048346|0.4416916|0.11170688|-0.013015479|0.2840491|0.5573549|0.4156974|-0.5675335|0.49177837|-0.9106456|0.6585549|-0.4382921|0.33940357|0.16868466|-0.10583429|0.13452727|-0.24416801|-0.76589656|0.80329394|-0.46038473|0.15562993|0.0674555|0.028869987|-0.021211132|0.4403404|0.19717515|-0.21833669|0.1393764|-0.35212052|0.36994863|-0.38561517|0.051474392|-0.32577968
517;0.046823233|0.2687762|0.8071754|0.0019282997|0.17127006|0.51852816|-0.35057986|0.026687607|-0.048303396|-0.2053054|0.7993886|0.15614988|-0.48727292|0.8180567|-0.77965|-0.52346575|0.8323073|0.53765154|0.10805014|0.35217845|-0.058715194|0.3539574|-0.37489858|0.49827904|-0.24871412|0.083372384|0.325427|-0.3287861|-1.0209533|0.41297984|0.20379438|0.025275357|0.5462567|0.6465322|0.20996082|0.31538546|0.12580204|-0.7767122|0.13603002|0.2197443|-0.46404356|-0.2134546|0.02386409|-0.36368495|-0.47531164|-0.2046713|0.40963474|0.63329494|-0.123526484|-0.51942945|-0.8764447|0.65012|-0.3721665|-0.17057182|0.2798522|0.31913087|-0.40829927|-0.2549628|-0.2606564|0.4108697|0.10394919|0.41206604|-0.29452485|-0.5310489|0.21307334|-0.11619389|-0.09362984|0.38020676|0.64634037|0.9536562|0.20398071|0.3901458|0.48835993|-0.017455041|-0.34233567|0.19416922|-0.5066293|0.5049303|-0.40103057|-0.05542072|1.0450124|0.14484295|-0.019087479|-0.2953244|-0.24717477|0.22100827|-0.44663054|-0.15838838|0.12488222|-0.038108155|0.1504078|0.1714158|-0.09779468|-0.26777396|-0.27494967|0.09588063|0.26995462|-0.50931126|0.10347144|-0.45761314
518;-0.733531|0.5510842|0.08569378|0.4127371|0.12929465|0.5210971|0.20776778|0.07536028|0.12435295|-0.3543928|-0.13004285|0.25560427|-0.22005032|0.50679123|-0.30456334|-0.14461905|-0.5022194|0.45722324|0.3338405|0.9628705|-0.26239195|0.7068124|-0.8626095|0.74596477|-0.05623223|-0.018726349|0.39115763|-0.17191982|-0.34592107|0.52418876|-0.49154317|-0.3076982|0.47544014|0.37880662|0.18427916|0.732543|-0.029357135|-0.47349918|0.45720938|0.29984972|0.30531034|-0.27159488|0.18925679|-0.048405863|0.018768668|-0.23670132|0.043530226|0.81661296|-0.3223214|-0.45878157|-0.7240268|-0.13736856|-0.6746295|-0.30590758|0.06237924|0.28246227|-0.34299332|-0.22565532|0.29513222|0.9384983|0.26487616|0.039959297|-0.45052528|-0.13176717|0.3915704|-0.24937168|0.84778035|0.3399758|0.12324473|0.6396761|-0.18110515|-0.07333818|0.3018969|0.28318638|-0.113926515|0.26279083|-0.94442654|0.642484|-0.68800616|0.39404875|0.18399602|-0.045101598|-0.28465348|-0.20127995|-0.43664342|-0.07002321|0.10071318|0.583115|0.12752108|-0.092555985|0.34678793|0.4004141|-0.30540118|0.13077036|-0.51476824|-0.32105383|-0.16167043|0.11260466|-0.023873717|0.041225135
519;-0.7819241|-0.09385216|0.2974803|0.35953036|0.0056207962|0.4214254|-0.047404647|-0.13344894|0.51664656|0.12012094|-0.012510866|0.8296374|-0.035326928|0.2570515|0.27379912|-0.22667542|0.31037503|-0.43464625|-0.13147473|0.5027797|-0.41037637|-0.24212414|-0.34004524|0.4625203|0.33219504|-0.37391543|0.48823214|0.2076696|-0.058381587|0.94057775|-0.41368982|-0.18966548|0.5385734|0.23983799|0.05265817|0.37753084|0.2627992|-0.6894793|-0.033159584|0.93277323|0.15331092|0.47819617|0.38023934|-0.2754556|0.37884688|-0.17350918|0.25141746|0.4325382|-0.36566475|-0.53030163|-0.6913418|0.6338022|-0.83807886|0.13829121|-0.421615|0.520123|-0.44322705|-0.06948923|-0.7030815|0.54411316|-0.30685213|0.4321233|0.18975204|-0.6068676|0.39120913|0.5062539|0.42880833|-0.013894588|-0.11936733|0.25352064|-0.7189224|0.15160157|0.24315518|0.7849118|-0.11120202|0.75172293|-0.61137205|0.8240955|-0.4091534|-0.3238006|0.030150458|0.12037465|-0.098112956|0.03807056|-0.29306746|0.04192379|-0.07802507|0.22073394|0.4451065|0.38451034|-0.41072|0.36972106|0.32235718|-0.6413767|-0.051501602|-0.4532941|0.2262058|-0.3256429|0.38234714|-0.088976145
520;-0.85458106|0.73139167|0.795809|0.05536592|0.06677604|0.34745258|-0.1023241|0.23033373|0.7203833|-0.39591905|0.5947099|0.26151145|0.10973054|0.5473051|0.5767907|-0.8289383|-0.25954407|0.32653832|0.18634391|0.5793674|-0.36419958|0.58904564|-0.2871377|0.48306766|-0.0015443377|0.26691276|0.45642647|0.005370915|-0.6134832|0.46968278|0.13936509|0.35094935|0.88541704|0.39457387|0.080056444|0.37384206|0.5066046|-0.23678502|0.0656825|0.15212925|-0.55915624|-0.40355942|-0.25035203|-0.51908696|-0.3209628|-0.34175625|0.7553071|-0.20162398|-0.7164717|-0.9140333|-0.6982783|0.72531533|-0.34084707|0.13152109|-0.05967194|-0.10944736|-0.489305|0.26904482|-0.749335|0.6661383|0.022524428|0.57084143|0.033711165|-0.42898902|0.50244826|0.2261035|0.699283|-0.12447819|0.47433|0.29796076|0.16927585|-0.028159115|0.3008243|0.6104593|-0.5701169|0.040429294|-0.9093539|0.49672136|-0.48735073|0.08866245|0.28968146|-0.5021415|-0.06346725|-0.5380647|-0.24633391|0.23458937|-0.3847803|0.5386214|0.3763324|0.22806436|-0.27215016|0.41949484|0.26046076|-0.28935626|-0.27132347|-0.3599017|1.1332003|-0.257517|0.7258523|-0.87709224
521;-0.2675982|0.20651309|1.027523|0.12902915|-0.15236509|-0.06405425|-0.31280625|0.2158392|0.2571296|-1.1379209|0.799936|0.3981987|-0.39382586|0.6907716|-0.3369636|-0.4839|0.6125665|0.5303612|0.01389575|0.14000449|-0.13560827|0.4505195|-0.7666408|0.47341937|0.13216107|0.18191883|0.33510137|-0.073978536|-0.6430789|-0.27793497|0.030131862|0.3568663|0.8560258|-0.15836868|0.1306791|1.2133815|-0.18959676|-1.0639362|0.6773176|0.037730694|0.44067517|0.046802603|0.298719|-0.2069969|-0.12146119|-0.5625347|0.71659505|-0.048287954|-0.04957369|-1.1010374|-0.57678324|1.0248668|-0.19750509|-0.38215262|0.16154894|0.35166055|-0.19594824|0.2544608|0.19479316|-0.062231928|-0.24638382|-0.16664425|-0.17303798|-0.16422807|0.7182374|0.72577596|0.50012076|0.41770822|0.7297876|0.25347057|0.07336491|0.5534935|0.6321557|0.5667513|-0.41710186|0.22185639|-1.0375282|0.15858859|-0.34290996|-0.17110628|0.47197753|-0.4389873|0.35025102|-0.46096465|-0.20215988|0.7782197|-0.5675801|0.072825804|0.16629604|0.18156661|0.2877692|0.41558075|0.44794646|-0.48402196|-0.68165|-0.3013402|0.25329754|-0.3049196|0.6674597|-1.0736804
522;-0.8233026|0.44440114|0.20429415|0.5381679|-0.3029943|1.1143205|-0.34060732|-0.103632495|0.8562299|-0.48822495|0.3891219|0.36833054|0.08459392|1.388672|-0.69148874|-0.12938353|0.13107258|0.03639047|0.44016227|0.304724|-0.4209526|0.06712443|-0.59308285|0.47302088|0.040861107|-0.502057|1.0489905|0.56080383|0.18104488|0.39421555|-0.06313743|0.054157794|0.63967204|0.054118484|0.19317326|0.3666251|0.5034737|-0.24621055|0.36161715|0.110210165|0.4782207|0.8876822|0.758065|0.15194726|0.07156895|-0.6317719|0.44015193|0.013516034|-0.3424543|0.22941309|-0.7298108|0.5854836|-0.15068088|0.23196599|-0.1637677|0.096265316|-0.28200224|-0.2387105|0.28737247|0.5959313|0.07851037|-0.1391629|-0.6108563|-0.42032805|0.6893019|0.1727308|0.36758095|0.039177924|0.0143143535|0.34356728|-0.051970035|0.050158396|0.44843286|0.59185547|-0.7368511|0.65636593|-0.16905537|-0.124150455|-1.0957928|-0.0038056672|0.2934645|0.045841455|0.3850416|0.20468801|0.5512594|0.4987817|-0.53121346|-0.18782768|0.025861189|-0.10041638|0.13397995|-0.06514785|-0.11519307|-0.5774004|-0.62811697|-0.82377076|0.099351786|-0.109521456|0.8775627|-0.68589324
523;-0.34398746|1.0029881|0.563143|0.62319255|0.119840905|0.16604388|-0.14313097|0.58708966|0.45512617|-0.6264725|0.3478566|-0.03244233|-0.2131683|0.29300892|-0.0127658695|-0.7257818|0.22840634|0.271922|0.3087912|0.8612369|-0.3395567|0.30392045|-0.6704231|0.03833975|-0.19631009|-0.14447078|0.5552016|-0.10286939|-0.17590237|0.00029855967|-0.47435153|-0.1291763|0.16092217|0.16322812|0.23894896|1.1601397|0.46115053|-0.43754852|0.05431825|-0.3988097|0.050904337|-0.42687038|0.18409964|-0.24352467|-0.18739782|-0.4450286|0.5089899|-0.0066985227|-0.35645542|-0.8592147|-1.0316207|0.4235658|0.49401975|-0.18887074|-0.080718495|-0.047267854|-0.28133756|0.13222887|0.0123446435|0.6161158|0.12257466|0.33076566|-0.5811773|-0.028698266|0.884912|0.48376235|0.35990298|0.08288113|0.44107705|0.74755657|-0.42265427|-0.675284|0.2807843|0.106962055|-0.52233076|0.63139683|-0.33762908|0.37463468|-0.49137524|-0.05584245|-0.08573124|-0.36296293|0.35735428|0.200658|-0.31414205|0.29453695|0.49498826|0.81658566|0.6824577|0.15321298|0.40017664|0.49539945|0.18789051|-0.61025816|-1.0395396|0.2611455|-0.029457584|0.10158831|-0.32423967|-0.47185317
524;0.18140656|0.64590096|0.35839438|0.2939007|-0.019577011|0.10336527|0.09117457|0.24869859|0.03399989|-0.24460131|0.3229869|1.1658545|-0.8243307|0.4943861|-0.5916472|-0.50683075|0.5089924|0.5651212|0.51334673|0.64607596|-0.15478466|0.4133333|-0.5961601|0.1984622|-0.5161896|-0.73076534|0.58286875|0.15180032|-0.19456759|0.34893253|-0.58809364|0.29475373|0.9458586|-0.04242158|0.2316801|-0.23615769|0.25898|-1.1685412|0.35044938|0.16584314|0.11581468|-0.12501353|0.5138842|-0.31395984|-0.21486093|-0.1750041|0.7538121|0.1769505|-0.44844761|-0.9308013|-0.869032|0.11906564|-0.05072798|-0.028214723|-0.26883814|0.10245237|0.030656934|-0.026375249|-0.029471602|0.18442081|0.15507679|0.39135325|0.40645033|-0.37260675|0.13464107|-0.021486014|-0.1516012|0.40321326|0.74296165|0.18797313|-0.10856382|-0.45213044|0.49664226|0.47786373|-0.84833866|0.5715456|-0.7288787|0.68161225|-0.8535366|0.30430207|0.01206547|-0.09926818|0.4526251|-0.14690393|-0.35701668|0.5876478|-0.11267585|0.60061204|0.3016217|-0.12452467|-0.5937258|0.4011772|0.46941996|-0.2975859|-0.44822508|-0.21342498|0.17058113|0.029906198|0.44804642|-0.44212446
525;-0.08540475|0.122856975|0.87964916|0.4353962|-0.32177037|0.5646472|-0.09074045|0.26770025|0.13268471|-0.68508345|0.3687698|0.53754294|-0.72156477|1.0622834|0.1342464|0.08298284|0.24608415|0.039137572|0.3273887|0.48102885|-0.77022254|0.36785918|-0.44177398|-0.011084288|0.604237|-0.91216564|0.35574758|-0.11335885|0.005601287|0.074314244|-0.56308514|0.74525195|0.1829384|0.2786264|0.54571533|0.5656556|-0.21031551|-0.2804151|-0.014970541|0.35137|0.31790164|0.29868424|-0.014600545|0.103334576|-0.18943596|-0.003710404|0.06712815|-0.16049851|-0.8768712|0.4574266|-0.7676519|0.66859543|-0.14590302|-0.100857235|0.15860859|0.5988294|-0.2827895|-0.10085811|0.20712551|0.11322448|0.18278797|0.2567421|-0.153303|0.17694941|0.43506896|-0.00419724|0.54080737|0.91950643|0.42873952|0.4791202|-0.6185765|0.12428409|-0.14769697|0.4664389|-0.7788408|0.61341834|-0.84722364|0.40087163|-0.539411|0.47959092|0.40043217|0.04934585|0.17617518|-0.5114778|-0.018842608|0.6058298|-0.29689214|-0.011558205|0.081493035|0.07725313|0.569503|-0.0078755915|0.6078183|-0.51567745|-0.19474962|0.2022402|-0.31164873|-0.2714333|0.8447344|-0.7210054
526;-0.55783534|0.33328837|0.4752577|0.33590838|0.14818442|0.8172939|-0.52627516|0.005052611|0.9084699|-0.85036397|0.063099116|0.13643703|-0.8882673|1.403458|-0.36207953|-0.18885207|0.9325995|0.44939715|-0.41092458|0.37442228|0.20812762|0.4513119|-0.45539987|0.049680293|-0.6086151|-0.5418786|0.6852938|-0.23908699|-0.07888478|-0.46836424|-0.34019703|0.28018886|0.7102833|0.28973022|0.36611542|0.71243346|-0.18852358|-1.0307541|1.0202492|0.14840603|0.5081339|0.057637848|0.65609807|0.12342535|-0.27604237|0.3572975|0.2428154|-0.045098413|0.038129985|-0.523925|-0.3241954|1.0763044|-0.056020394|-0.040882517|-0.6200871|0.21093172|-0.09380233|-0.13182436|0.26083675|0.17044428|-0.094383046|-0.41950384|0.03506288|-0.18261409|0.801556|0.28140467|0.15361789|0.024172977|0.53502613|0.099310726|0.08240351|-0.04771797|0.16809486|-0.09029502|-0.9073011|0.026381612|-0.6005958|0.43299234|-0.5190945|0.14245212|0.2172057|-0.1984498|-0.19629033|-0.29885808|0.07124004|0.73391986|0.23811369|0.20890412|0.37212592|0.65681535|0.2029908|0.36308137|0.25013286|-0.087418884|-0.42832857|-0.40555388|-0.33666885|0.7590926|0.5363392|-0.53509974
527;-0.19978358|0.1259672|0.40169942|0.60392284|0.0015699305|0.44959438|-0.12854558|0.8238143|0.36108804|-0.17226353|0.18992993|0.6692045|-0.7276497|0.6055858|0.31060308|-0.8662803|0.11570707|0.51055765|-0.17734972|1.05248|-0.32333094|0.2310285|-0.31039205|0.39324898|0.21388036|-0.22595094|0.5430173|-0.1757446|-0.17025737|0.71362513|-0.2868488|-0.14656737|1.0263762|0.29047334|0.2255444|0.11763546|0.15595089|-0.769958|-0.15389448|0.3728218|-0.29819286|0.0065250695|0.17653564|0.010816269|-0.72289604|-0.76744187|0.3089638|0.12184216|-0.6802211|-1.1871768|-0.5394329|0.50269556|-0.36021185|0.4900649|-0.44004095|-0.23876542|-0.59694433|5.1945448e-05|-0.50573987|0.85697114|0.51816446|0.4299463|0.2872463|-0.064841986|0.3692061|0.2332582|0.60117865|0.49656963|0.9262639|0.454028|-0.03619814|-0.049995746|0.6322405|0.34491837|-0.050545916|0.081591815|-0.5640877|0.6576236|-0.200246|0.042848654|0.2570124|0.09423292|0.3446328|-0.08226163|-0.61064017|0.08788106|-0.4998656|0.8702959|0.16141143|-0.3666898|0.25871423|0.869142|-0.39512166|-0.69024277|0.3104878|-0.9466785|0.8459068|-0.30997238|0.013030201|-0.43984935
528;-0.22499733|0.52593845|-0.18396989|0.5911749|-0.34804165|0.92085874|0.0017076433|0.23077789|0.83516943|0.11127353|-0.0124439895|0.44508693|-0.07416177|0.41848195|-0.2655656|-0.6356273|0.313772|-0.22821197|-0.15901512|0.68348306|-0.10974483|0.14860222|-0.6317107|0.21774678|0.056857556|-0.1661743|0.66441953|-0.23486635|-0.21543616|0.4775833|-0.16247648|0.18434191|0.9558878|0.79494715|0.0013773441|0.20103449|0.27330577|-0.25781742|-0.06983143|0.6711929|-0.14634663|0.23223662|0.18215413|0.22465886|0.1513773|-0.18791726|0.44625035|-0.14133368|0.14674425|-0.47925898|-0.46246222|0.9662914|-0.016757205|-0.07673033|-0.6847053|-0.3524509|-0.32979125|-0.3205078|-0.59428674|0.049189657|0.24704765|0.38863397|-0.094908714|0.012254715|0.3238364|-0.18849418|-0.03632447|-0.22581038|-0.1294389|0.2187616|-0.08867659|0.37135065|0.62844336|0.881781|-0.5808494|0.5961859|-0.50688154|0.13409078|-0.46376303|-0.25013337|0.15342969|-0.014977619|-0.043622658|-0.059831254|0.10984841|0.36028767|0.014833853|0.14768723|0.39946467|0.42412782|0.00841102|0.37582216|0.53540933|-0.5101851|0.13994738|-0.44637245|0.37985712|-0.3237828|-0.060387462|-0.28022748
529;-0.010716051|0.007226616|0.20006129|0.5636933|-0.1771035|0.23794553|-0.53780293|0.11312045|0.9828702|-0.64241135|0.62635404|0.34659436|-0.34969404|1.1349409|0.1036091|-0.7417252|-0.003219843|-0.051076055|0.029496178|0.2698418|-0.3658809|-0.068854034|-0.47477287|0.39386973|0.5499941|-0.6036113|0.07888934|0.10514729|-0.1773977|0.104371585|0.15349163|0.18306233|-0.084561884|0.40636128|0.11788885|0.8909162|0.15153566|-1.1441581|0.75711274|0.21160126|0.41962013|-0.19968405|0.5402894|-0.008411579|-0.20873564|-0.20690969|0.57191414|-0.22308941|-0.4340826|-0.40658456|-0.8858267|0.21772069|0.040958628|-0.12434071|-0.11410068|0.011615172|-0.28860945|-0.19572425|-0.14177766|0.79198194|0.009658838|0.328807|-0.3544855|-0.24799293|0.5781374|0.15065172|0.36098295|0.5410601|0.46960592|0.63610744|-0.18235189|0.036087204|0.45001352|0.25228694|-0.3658455|0.4261019|-0.6421012|0.41122004|-0.8568724|-0.088063605|0.49261272|0.1182366|-0.21546964|-0.4414236|-0.45253965|0.5070843|-0.657238|0.54977936|0.47943008|-0.03159821|0.85824245|0.7821785|0.21941647|0.15370747|-0.42311686|-0.117680654|-0.077085|-0.36636668|0.6303629|-0.8297428
530;0.006611347|0.51116693|0.5876497|0.3284138|-0.86343694|0.4196067|-0.39523822|0.6965031|0.41273656|-0.92890394|0.53596926|0.18890768|0.22913703|0.86650425|-0.5319323|-0.3991381|-0.20284581|0.26824617|0.47294018|0.54990035|-0.31503746|0.582597|-0.48783696|-0.1894229|-0.048896007|0.31837285|0.3209099|-0.073636755|-0.13623023|-0.38843936|0.0053076|0.3902331|0.9071503|0.28803378|-0.011146128|0.42167017|-0.18317781|-0.9455112|0.7097641|0.67354935|0.24702026|-0.2980916|0.2535266|-0.51832527|-0.32931015|-0.2989015|0.3509593|0.18702433|-0.117412746|-0.9294477|-0.8694957|0.024197817|0.16890915|-0.14046732|-0.09158324|0.4318611|-0.28665006|-0.3696686|-0.36246648|0.47965223|0.65125966|0.05046743|-0.42731202|0.039049506|0.41007817|0.7415063|0.79087555|0.0054837763|0.1848399|0.66820323|-0.33380485|0.42945415|0.30548367|0.2227066|-0.44506943|-0.062496513|-0.46024078|0.6994473|-0.8373679|0.24179268|0.14159139|0.04842359|0.13440746|0.17496964|-0.06717968|-0.37490425|0.48974878|0.287312|-0.28923932|0.46746653|0.17865925|0.82291794|0.05606647|-0.31712145|0.22346875|-0.66018176|-0.08720733|-0.19098902|0.4108894|-0.6141706
531;0.16181242|0.12031159|0.13261867|0.2007015|0.25702217|0.3405341|-0.3412369|0.4016253|0.30954722|-0.50839156|0.279714|-0.022077024|-1.079175|0.60916114|0.20800911|-0.51784164|0.54731476|0.77201146|0.11905113|0.6071994|-0.55585265|0.5805524|-0.45864457|0.045741796|0.048745755|-0.7352695|0.68596613|-0.07260102|-0.6725429|0.76562405|-0.12366469|0.16166122|0.27735108|0.071584836|0.0049623847|0.48964018|0.24474663|-1.1427526|0.7578212|0.05855331|-0.44544077|0.028767534|-0.16571543|0.31693333|-0.6754442|-0.34077123|0.3164418|0.29240677|-0.37931395|-0.7741525|-0.8850594|0.88421035|-0.068770915|0.019149188|-0.05176373|0.33751166|-0.33494404|-0.19897625|-0.1526017|0.20094523|-0.09972325|0.044825315|-0.032645725|0.024086505|0.88551295|-0.03784582|0.36720145|0.1331914|0.6421195|0.5316342|-0.1365472|0.30139118|0.58416796|0.29174206|-0.27343312|-0.022916496|-0.459781|0.085164845|-0.5578969|-0.20625897|0.07617697|-0.6534984|-0.12252058|0.06357007|-0.21783467|0.34206632|-0.11922272|0.29746038|0.47970748|0.9099387|-0.19833063|-0.10139078|0.57693803|-0.49519476|-0.21923919|-0.32983968|0.5788055|-0.21692175|0.2439091|-0.5517085
